case_id,prediction_timestamp,purchase_order_event_id,purchase_amount,priority,category,vendor_id,elapsed_hours_to_purchase_order,activities_completed_to_purchase_order,unique_activities_completed,has_budget_review,manager_approval_completed,approval_rework_count,total_rework_events_so_far,average_transition_time_so_far,maximum_transition_time_so_far,sla_breached
C000332,2025-07-14 09:18:31.512386658,C000332_E04,127831.05,Low,Software,V040,309.475420107405,4,4,1,1,0,0,101.98767103260305,142.69771062079917,0
C000333,2025-12-30 11:05:23.125292007,C000333_E03,68679.0,Low,Maintenance,V030,162.75642369222416,3,3,0,1,0,0,72.29702458140653,122.34815358682056,0
C000334,2025-02-12 14:52:35.736473891,C000334_E03,38212.9,Low,Office Supplies,V031,170.20992679830303,3,3,0,1,0,0,83.16011251973417,142.7047523910053,0
C000335,2025-06-18 08:32:18.617988809,C000335_E04,285636.01,Low,Maintenance,V044,213.0385049968914,4,4,1,1,0,0,69.19879864809353,120.03271501617445,0
C000336,2025-11-10 13:24:12.307931211,C000336_E03,102724.92,Medium,Software,V014,143.90341886978084,3,3,0,1,0,0,62.339427478427496,70.2095664704161,0
C000337,2025-08-14 10:44:43.697963024,C000337_E04,187368.51,Medium,Software,V025,167.91213832306224,4,4,1,1,0,0,54.06125699613093,117.83773216065556,0
C000338,2025-05-29 14:59:27.619082693,C000338_E03,15711.1,Low,Software,V034,174.32433863408139,3,3,0,1,0,0,83.80439516519513,160.77815693434889,0
C000339,2025-10-28 09:13:24.619401953,C000339_E04,148261.58,Medium,Maintenance,V039,162.5568387227647,4,4,1,1,0,0,53.24948127295519,88.68828349465251,0
C000340,2025-03-20 17:07:12.551434370,C000340_E03,17313.08,Low,Software,V029,150.12015317621388,3,3,0,1,0,0,40.366147998074304,49.18786630168639,0
C000341,2025-09-01 13:19:38.303052442,C000341_E03,80876.65,Medium,Services,V017,99.49397307012278,3,3,0,1,0,0,49.49698653506139,73.31207165742973,0
C000342,2025-09-09 11:49:59.186605245,C000342_E03,104188.8,Low,Maintenance,V006,263.4997740570125,3,3,0,1,0,0,129.67758859644277,231.59227614648722,0
C000343,2025-03-26 09:04:27.335178381,C000343_E03,87319.59,Medium,Maintenance,V048,48.74092643843917,3,3,0,1,0,0,22.228365288117224,22.962239725496943,0
C000344,2025-02-20 10:57:00.776351991,C000344_E03,101557.2,Medium,Services,V017,163.6168823199975,3,3,0,1,0,0,80.74505715883832,137.82971061340027,0
C000345,2025-12-05 17:14:07.437735298,C000345_E03,55968.37,Low,Services,V013,103.73539937091611,3,3,0,1,0,0,50.94840382718556,98.58054926108417,0
C000346,2025-12-26 13:44:43.977020597,C000346_E04,228232.4,Medium,Office Supplies,V038,194.57888250572137,4,4,1,1,0,0,64.0559958070698,92.08036325194861,0
C000347,2025-12-04 15:35:00.929852381,C000347_E03,36605.22,Low,Office Supplies,V005,144.4169249589947,3,3,0,1,0,0,37.632765483524864,49.41291625160167,0
C000348,2025-05-23 09:13:39.413151718,C000348_E04,173850.79,Low,Software,V047,237.2276147643661,4,4,1,1,0,0,71.93231145404565,162.1584310430528,0
C000349,2025-08-07 16:53:36.512307217,C000349_E03,59454.51,Low,Maintenance,V045,169.22680897422694,3,3,0,1,0,0,74.66352458656736,125.95448882066138,0
C000350,2025-02-21 15:53:53.813999258,C000350_E04,114700.86,Low,Office Supplies,V049,97.73161499979389,4,4,1,1,0,0,31.439958472860464,48.36681948451417,0
C000351,2025-02-07 12:06:10.313107288,C000351_E03,79741.36,Medium,Office Supplies,V013,92.93619808535777,3,3,0,1,0,0,37.12018656790222,50.220852119282775,0
C000352,2025-07-21 15:41:18.260248437,C000352_E04,171430.64,Medium,Software,V004,270.5217389578992,4,4,1,1,0,0,88.27406424327232,98.84481010170612,0
C000353,2025-08-08 13:55:03.632281489,C000353_E04,58487.61,Low,Services,V013,216.91767563374694,4,3,0,1,1,1,65.8076810327787,121.1926264242989,1
C000354,2025-04-16 13:21:14.760794962,C000354_E03,107953.69,Medium,Software,V010,142.68743355415612,3,3,0,1,0,0,69.82956869586542,136.38005167943723,0
C000355,2025-11-03 08:16:36.837991972,C000355_E04,146076.67,Medium,Office Supplies,V041,167.1102327755478,4,4,1,1,0,0,54.79886130654334,67.82973918525862,0
C000356,2025-10-21 14:03:26.889328332,C000356_E03,49279.53,Low,Maintenance,V048,147.89080259120334,3,3,0,1,0,0,71.91269748163722,117.99343194128166,1
C000357,2025-05-16 12:59:21.873416575,C000357_E03,35681.87,Medium,Services,V024,261.1560759490486,3,3,0,1,0,0,121.73994782357028,219.8250114607811,1
C000358,2025-10-31 13:11:18.673937811,C000358_E04,81118.75,Low,Software,V038,221.18852053828084,4,4,1,1,0,0,72.04121312726075,144.98331399180083,0
C000359,2025-01-07 09:15:50.632098926,C000359_E03,52219.68,Medium,Services,V025,118.43073113859056,3,3,0,1,0,0,58.14015384937722,87.39011983897444,0
C000360,2025-08-29 15:19:12.365371034,C000360_E03,118286.7,High,Maintenance,V040,78.98676815862056,3,3,0,1,0,0,36.798745153825,69.75897628996472,0
C000361,2025-01-14 14:21:54.530300995,C000361_E03,25503.64,Low,Services,V004,24.865147305831943,3,3,0,1,0,0,2.9094647333540276,5.147403403050555,0
C000362,2025-11-07 12:46:39.449766525,C000362_E03,70226.95,High,Maintenance,V004,94.77762493514584,3,3,0,1,0,0,45.73887974076903,70.13446732167,0
C000363,2025-05-07 13:10:40.877440398,C000363_E03,35269.89,Medium,Software,V010,49.84468817788834,3,3,0,1,0,0,22.584698609710692,24.46025138477139,0
C000364,2025-06-24 13:11:57.848856086,C000364_E03,50945.85,Medium,IT Equipment,V032,28.69940246002389,3,3,0,1,0,0,11.556419702113612,18.54745758112889,0
C000365,2026-01-13 14:46:25.231923389,C000365_E03,104530.73,Medium,Services,V027,315.27367553427473,3,3,0,1,0,0,155.6698233144657,306.2873281012247,1
C000366,2025-11-12 09:34:25.588253255,C000366_E03,66139.42,High,Maintenance,V025,44.57377451479306,3,3,0,1,0,0,20.36944607967653,21.31563202255361,0
C000367,2025-02-24 17:34:00.850841554,C000367_E04,127617.93,Low,IT Equipment,V026,675.5669030115428,4,4,1,1,0,0,217.97966113611747,615.0865244379524,1
C000368,2025-02-13 13:57:40.852274358,C000368_E03,31281.53,Medium,Office Supplies,V034,145.29468118732166,3,3,0,1,0,0,38.53150289578694,54.07588042793278,0
C000369,2025-02-05 14:51:29.932970560,C000369_E03,40285.16,High,IT Equipment,V007,51.52498138071111,3,3,0,1,0,0,24.230111893946944,44.5772672640475,0
C000370,2025-10-07 14:26:36.247313972,C000370_E04,128521.52,Low,Maintenance,V019,190.61006869832556,4,4,1,1,0,0,58.00144851889815,94.77297013047223,1
C000371,2025-06-03 09:57:56.760905415,C000371_E03,17807.94,Low,Maintenance,V002,144.1324335848375,3,3,0,1,0,0,69.50142912520847,118.79349735163473,0
C000372,2025-04-04 14:15:27.349497246,C000372_E03,47276.45,Medium,Office Supplies,V021,99.25759708256832,3,3,0,1,0,0,47.86017198916139,74.48569330354583,0
C000373,2025-05-08 11:13:24.639205240,C000373_E03,96674.83,Medium,Maintenance,V010,141.3901775570111,3,3,0,1,0,0,36.30224326379833,51.35048720384833,0
C000374,2025-06-03 08:21:10.055564709,C000374_E04,206116.07,High,IT Equipment,V046,135.85279321241916,4,4,1,1,0,0,44.797684195774536,86.72891550566445,0
C000375,2025-09-18 12:00:47.195680948,C000375_E04,61158.41,Medium,Services,V044,69.17977657804111,4,4,1,1,0,0,16.574836710109444,23.272209047190554,0
C000376,2025-03-06 15:35:25.513507700,C000376_E03,12668.73,Medium,Maintenance,V029,71.09042041880555,3,3,0,1,0,0,26.9842678757675,28.13814418230472,0
C000377,2025-07-03 08:54:47.756169082,C000377_E03,75061.06,Medium,Software,V018,67.91326560252277,3,3,0,1,0,0,32.82595899089389,44.48530989947389,0
C000378,2025-09-23 11:37:49.069540854,C000378_E03,111279.85,Medium,IT Equipment,V027,95.79696376134834,3,3,0,1,0,0,45.18834194053792,70.41525537043195,0
C000379,2025-07-21 12:40:19.165117289,C000379_E03,77879.17,High,Office Supplies,V011,99.00532364369138,3,3,0,1,0,0,47.31542097168514,92.57890561579472,0
C000380,2025-08-26 11:02:50.292009107,C000380_E04,251642.91,Low,Software,V001,170.04730333586303,4,4,1,1,0,0,54.8399366862949,97.22019008481666,0
C000381,2025-08-18 12:19:07.568174689,C000381_E04,171977.58,Medium,Software,V026,171.8187689374136,4,4,1,1,0,0,55.9881624433062,69.43179199669194,0
C000382,2025-10-07 10:54:30.059645545,C000382_E03,77069.14,High,Office Supplies,V044,23.075016568206944,3,3,0,1,0,0,10.050683623455278,17.26603155548361,0
C000383,2025-03-19 13:00:32.801762951,C000383_E03,18904.81,Medium,Services,V008,52.17577826748639,3,3,0,1,0,0,23.363883164507776,46.22776632901555,0
C000384,2025-09-11 10:17:40.599604078,C000384_E03,118608.85,Medium,Office Supplies,V028,163.79461100113278,3,3,0,1,0,0,81.45997336652097,139.20358627813388,0
C000385,2025-02-12 16:54:34.948687482,C000385_E03,68409.4,Low,Maintenance,V028,124.57637463541167,3,3,0,1,0,0,59.89367163066139,111.33335973104583,0
C000386,2025-11-17 15:37:35.431312125,C000386_E03,75875.9,High,IT Equipment,V028,102.95984203114584,3,3,0,1,0,0,49.805501512678475,96.4407433995839,0
C000387,2025-09-12 10:53:50.397097146,C000387_E03,86649.44,Medium,Software,V041,90.06399919365167,3,3,0,1,0,0,34.72455581567361,46.82307605800667,0
C000388,2025-01-09 15:05:46.630450710,C000388_E03,47770.9,High,Maintenance,V040,47.262952902975,3,3,0,1,0,0,15.475562916148196,21.21811572531389,0
C000389,2025-03-26 12:59:23.500251829,C000389_E03,52635.77,Medium,Software,V036,145.32319451439693,3,3,0,1,0,0,71.42799427606764,118.4419562675186,0
C000390,2025-03-28 14:22:26.604610617,C000390_E03,30114.5,Medium,Services,V049,51.374056836282506,3,3,0,1,0,0,23.598499292898474,42.38235685560861,0
C000391,2025-09-23 12:47:40.122373667,C000391_E03,72541.26,High,Software,V004,118.79447843712973,3,3,0,1,0,0,50.148635221739994,96.13011470107777,0
C000392,2025-04-08 16:17:55.318082938,C000392_E03,55021.59,Medium,IT Equipment,V024,96.63203280081612,3,3,0,1,0,0,15.976157362260277,24.615991676473886,0
C000393,2025-05-07 10:52:05.096806011,C000393_E03,36722.24,Medium,Maintenance,V005,143.36808244611416,3,3,0,1,0,0,69.58417303829486,120.84328034408806,0
C000394,2025-09-17 14:13:04.795795506,C000394_E03,95795.9,High,Maintenance,V038,53.717998832085,3,3,0,1,0,0,24.898000468910837,29.515572381570557,0
C000395,2025-03-14 16:34:31.838342099,C000395_E03,50229.51,Medium,Services,V003,50.90884398391639,3,3,0,1,0,0,15.969527682563612,24.233804128705557,0
C000396,2025-02-06 10:52:30.051847736,C000396_E03,86288.18,High,Maintenance,V021,46.37501440214889,3,3,0,1,0,0,21.516971686896667,23.035839431668336,0
C000397,2025-04-01 12:17:58.292148141,C000397_E03,88603.36,Medium,Software,V025,143.29952559670585,3,3,0,1,0,0,69.52217158548459,117.57708338031388,0
C000398,2025-09-23 12:23:26.088451416,C000398_E03,73178.99,Medium,Software,V037,99.22391345872667,3,3,0,1,0,0,48.220568594598475,72.53450347520473,0
C000399,2025-02-27 10:02:34.522539638,C000399_E04,109825.9,Medium,Office Supplies,V028,239.5429229276772,4,3,0,1,1,1,78.99174994821287,165.86075438387556,0
C000400,2025-04-15 17:18:37.962731018,C000400_E04,132584.95,High,Software,V032,196.14387853639388,4,4,1,1,0,0,64.64458028522195,150.28369852475444,0
C000401,2025-12-15 17:41:06.823988270,C000401_E03,116065.68,High,IT Equipment,V023,174.85189555229724,3,3,0,1,0,0,85.85800831764779,163.91269864654973,1
C000402,2025-10-20 14:03:25.029885518,C000402_E04,173636.29,High,Services,V050,238.39028607931056,4,4,1,1,0,0,57.35653461033732,121.21444821625167,1
C000403,2025-11-25 15:14:25.260221755,C000403_E03,61743.68,High,Software,V047,28.740350061598612,3,3,0,1,0,0,12.674128517363611,22.3298411431125,0
C000404,2025-05-28 17:46:31.900284210,C000404_E03,37219.14,Medium,Software,V014,56.275527856725,3,3,0,1,0,0,25.703260225546945,44.160285340975,0
C000405,2025-09-04 15:23:48.585568003,C000405_E03,41419.99,High,Services,V044,54.39682932444528,3,3,0,1,0,0,26.420655357815832,31.210965118355,0
C000406,2025-04-16 13:45:39.868346248,C000406_E05,284017.61,Low,Office Supplies,V017,214.0944078739578,5,4,1,1,1,1,49.14502308421361,91.72394623576389,0
C000407,2025-04-18 10:25:17.722467758,C000407_E03,11243.77,Medium,Services,V031,96.92158957437722,3,3,0,1,0,0,46.706375257859996,71.27158485288722,1
C000408,2025-04-15 16:41:29.714285714,C000408_E03,65462.09,Medium,Services,V048,31.024920634920555,3,3,0,1,0,0,13.456218093525695,19.142394946591946,0
C000409,2025-06-04 16:18:31.520699364,C000409_E03,20532.45,High,Software,V038,48.30875574982333,3,3,0,1,0,0,16.154323884005972,26.973391069793333,0
C000410,2025-10-03 17:00:00.003502658,C000410_E03,41787.71,High,Maintenance,V035,52.16666763962722,3,3,0,1,0,0,24.565563080717638,43.717212534269166,0
C000411,2025-04-01 09:28:53.012003083,C000411_E03,79344.16,Medium,IT Equipment,V013,119.64805888974529,3,3,0,1,0,0,56.865413249350695,91.57535651588195,0
C000412,2025-06-06 17:56:26.281463007,C000412_E03,47805.04,Medium,IT Equipment,V041,100.10730040639082,3,3,0,1,0,0,48.38473611095764,72.59423887225667,0
C000413,2025-06-23 13:17:39.060458083,C000413_E04,130051.42,Medium,Office Supplies,V038,168.79418346057864,4,4,1,1,0,0,56.09730058037778,71.77557195934305,0
C000414,2025-07-17 17:06:46.734460657,C000414_E03,94519.17,Low,IT Equipment,V019,77.44631512796028,3,3,0,1,0,0,36.44010472667084,44.75298343073945,0
C000415,2025-04-09 12:47:11.146675258,C000415_E03,18889.13,High,Maintenance,V047,117.28642963201611,3,3,0,1,0,0,26.214458543939166,33.04657241637639,0
C000416,2025-04-09 17:10:07.833383570,C000416_E03,33437.64,Medium,Software,V035,55.00217593988055,3,3,0,1,0,0,25.583197087438336,47.25768559836667,1
C000417,2025-02-07 16:30:49.266392304,C000417_E05,34574.86,Medium,Services,V015,171.34701844230665,5,4,1,1,1,1,26.046359565480415,41.30863444852805,1
C000418,2025-12-31 15:14:17.952574461,C000418_E03,52303.9,Medium,Software,V018,26.571653492905835,3,3,0,1,0,0,11.487682083381527,19.888614266307776,0
C000419,2025-05-30 14:01:16.638473784,C000419_E03,7183.23,Low,Software,V048,96.68795513160667,3,3,0,1,0,0,37.37796115989639,70.68451298651583,0
C000420,2025-06-05 11:01:29.716192533,C000420_E03,69525.76,High,IT Equipment,V007,72.5249211645925,3,3,0,1,0,0,34.65058161069611,49.45393441046889,0
C000421,2025-02-27 17:25:13.887945028,C000421_E03,69460.42,Medium,Software,V047,80.08719109584112,3,3,0,1,0,0,38.12063854695472,48.31984398796056,1
C000422,2025-05-22 14:14:24.274086534,C000422_E04,138874.81,Low,Maintenance,V022,171.74007613514834,4,4,1,1,0,0,55.95138190400175,114.76078969400777,0
C000423,2025-04-30 15:16:49.662009666,C000423_E04,85553.76,Medium,Services,V008,214.44712833601832,4,3,0,1,1,1,65.3352543333723,101.46837616589444,1
C000424,2025-05-26 11:09:07.447556830,C000424_E04,43158.6,Medium,Services,V009,240.6520687657861,4,3,0,1,1,1,79.45676737861963,96.28989491658582,0
C000425,2025-09-16 14:56:46.357324350,C000425_E04,49413.25,Medium,Services,V015,123.11287703454167,4,4,1,1,0,0,40.01008237679138,74.08476863986304,0
C000426,2025-10-08 11:53:09.040065051,C000426_E03,76434.59,High,IT Equipment,V012,45.052511129180836,3,3,0,1,0,0,21.447026706350556,41.627121471993334,0
C000427,2025-02-18 16:41:08.182358708,C000427_E05,29305.53,Medium,Maintenance,V017,199.51893954408555,5,4,1,1,1,1,48.04648777757722,99.14323501735889,1
C000428,2025-05-20 08:19:32.887342779,C000428_E04,166733.03,Low,Office Supplies,V008,183.82580203966083,4,4,1,1,0,0,54.79701551813054,94.1746737864061,0
C000429,2025-03-07 09:29:32.874232553,C000429_E03,111933.21,Medium,Services,V039,92.99246506459805,3,3,0,1,0,0,36.213823633384166,55.64927555873889,0
C000430,2025-03-07 08:27:37.802526398,C000430_E03,17031.76,Low,Software,V016,165.62716736844388,3,3,0,1,0,0,80.10415327142528,138.90286260834915,0
C000431,2025-10-22 12:11:09.783834577,C000431_E03,82247.43,Medium,Services,V035,43.519384398493614,3,3,0,1,0,0,12.619205556898473,23.445025187088056,0
C000432,2025-07-09 16:14:54.656921461,C000432_E03,89755.39,High,Services,V030,49.91518247818361,3,3,0,1,0,0,15.372031840188054,25.07576633767833,0
C000433,2025-02-06 11:44:12.307405554,C000433_E03,54435.76,Medium,Office Supplies,V009,73.57008539043166,3,3,0,1,0,0,33.25782069352028,46.23564293993417,0
C000434,2025-02-10 14:09:25.760554947,C000434_E03,60286.67,Medium,Office Supplies,V033,165.32382237637415,3,3,0,1,0,0,73.20242831166902,76.25769639406694,0
C000435,2025-01-23 13:48:38.705335483,C000435_E03,35241.14,Medium,Software,V030,71.97741814874529,3,3,0,1,0,0,34.128989654334305,67.63754004865139,1
C000436,2025-10-07 15:02:04.036963273,C000436_E03,79986.58,Medium,Maintenance,V019,121.86778804535362,3,3,0,1,0,0,59.62426703353598,113.31502314362362,0
C000437,2025-01-27 12:44:52.995577149,C000437_E03,10503.01,Medium,Maintenance,V024,119.58138766031917,3,3,0,1,0,0,57.79944671515653,68.85065915849583,0
C000438,2025-10-27 09:13:44.656052981,C000438_E03,57138.11,Low,Office Supplies,V036,164.0624044591614,3,3,0,1,0,0,71.54516248441861,93.36151829093139,0
C000439,2025-12-12 17:41:52.654994822,C000439_E03,44457.72,Low,Services,V037,74.53129305411721,3,3,0,1,0,0,28.480033595187358,33.215538893085,0
C000440,2025-05-09 08:22:25.042629996,C000440_E04,64529.02,High,Office Supplies,V035,93.20695628611,4,4,1,1,0,0,29.5026363442875,40.98630279801389,0
C000441,2025-02-25 08:17:18.019850115,C000441_E03,53400.4,High,Services,V035,94.1216721805875,3,3,0,1,0,0,45.111423674388334,66.14415675542111,1
C000442,2025-08-15 12:11:14.917374860,C000442_E03,81009.9,Low,Services,V003,189.52081038190556,3,3,0,1,0,0,85.88791158154292,148.142617591725,1
C000443,2025-03-03 10:52:19.417803096,C000443_E03,34154.2,Medium,Services,V037,139.53872716752667,3,3,0,1,0,0,60.47110510997917,70.96285426169668,0
C000444,2025-06-11 16:50:50.973742553,C000444_E04,159182.24,High,Maintenance,V019,126.01415937293139,4,4,1,1,0,0,40.94887659833324,90.53574721415612,0
C000445,2025-09-29 10:01:18.103011533,C000445_E04,172167.55,Low,Services,V028,169.68836194764808,4,4,1,1,0,0,53.91290244292287,71.19192106317361,0
C000446,2025-09-03 10:41:24.215843365,C000446_E03,65779.2,Low,IT Equipment,V038,142.85672662315696,3,3,0,1,0,0,68.91411668910473,116.77696460658612,0
C000447,2025-01-31 17:07:14.111372109,C000447_E04,27259.48,High,Maintenance,V043,172.45391982558584,4,3,0,1,1,1,56.57236896690407,90.652794308285,0
C000448,2025-08-25 11:55:35.042517891,C000448_E04,125532.51,Low,Services,V032,122.75973403274749,4,4,1,1,0,0,40.018785178805366,65.99277997764695,0
C000449,2025-01-07 10:19:04.127581928,C000449_E04,140335.01,Medium,Software,V008,138.31781321720223,4,4,1,1,0,0,45.625684288421205,75.24857159501695,0
C000450,2025-03-25 11:13:45.644900337,C000450_E03,65532.42,Medium,Services,V033,93.39601247231583,3,3,0,1,0,0,45.11734572511527,71.17087353835305,0
C000451,2025-07-18 11:37:02.942902728,C000451_E03,96678.71,Medium,Services,V047,242.28415080631333,3,3,0,1,0,0,119.64467345915223,212.71398958843528,1
C000452,2025-07-21 08:09:08.405626527,C000452_E03,79780.88,Medium,Office Supplies,V024,280.1523348962575,3,3,0,1,0,0,129.60774300466196,187.7998245576575,0
C000453,2025-04-17 17:46:52.219814830,C000453_E03,44716.66,Low,Office Supplies,V032,56.28117217078611,3,3,0,1,0,0,26.647058159550834,43.797799575235835,1
C000454,2025-12-11 16:27:58.016989968,C000454_E03,19619.88,Medium,IT Equipment,V035,76.79944916388,3,3,0,1,0,0,36.64428247125875,72.7885649425175,0
C000455,2025-04-21 08:55:48.291640639,C000455_E03,70590.04,Medium,Maintenance,V008,138.09674767795528,3,3,0,1,0,0,60.20155023919153,70.76746057024056,0
C000456,2025-07-08 08:08:21.007331553,C000456_E03,17458.91,High,Software,V018,118.9725020365425,3,3,0,1,0,0,58.710274387413605,94.66978112075833,0
C000457,2025-11-10 09:27:18.544236666,C000457_E03,31152.65,Low,Services,V033,165.62181784351836,3,3,0,1,0,0,81.10928965691735,92.03737039738584,0
C000458,2025-03-10 08:41:48.167588163,C000458_E03,40105.77,Low,Services,V012,161.36337988560084,3,3,0,1,0,0,70.6303717410582,88.90241055718333,0
C000459,2025-01-28 16:04:21.037307674,C000459_E03,16213.9,Low,Services,V012,198.40584369657608,3,3,0,1,0,0,87.33246688396,149.27462725883638,1
C000460,2025-01-28 15:23:23.297339894,C000460_E03,58412.8,Low,IT Equipment,V014,147.55647148330388,3,3,0,1,0,0,71.18750518156348,117.60511851945029,0
C000461,2025-06-20 12:24:55.302352977,C000461_E04,62925.38,Medium,IT Equipment,V039,96.91536176471583,4,3,0,1,1,1,31.42174060951074,49.34495612315528,0
C000462,2025-08-06 16:41:14.691150753,C000462_E03,67572.33,High,Office Supplies,V025,54.35408087520917,3,3,0,1,0,0,24.843634743938612,44.43033515612028,0
C000463,2025-08-21 08:51:33.568903001,C000463_E04,262276.54,Low,Maintenance,V031,209.6926580286114,4,4,1,1,0,0,63.529625547165836,102.80751382181278,1
C000464,2025-11-20 12:24:45.093891351,C000464_E03,45154.74,Medium,Software,V044,52.24585941426416,3,3,0,1,0,0,24.283989705581945,27.8506848995825,0
C000465,2025-01-14 17:49:35.251218623,C000465_E03,62032.86,Medium,Services,V039,129.82645867183973,3,3,0,1,0,0,62.249529389446806,97.15656713247861,1
C000466,2025-06-24 17:41:29.680126928,C000466_E04,34369.39,Medium,Office Supplies,V006,201.35824447970222,4,3,0,1,1,1,66.22320118205927,119.48723179241279,0
C000467,2025-05-05 10:15:36.458793299,C000467_E03,52107.19,Low,Office Supplies,V031,113.59346077591638,3,3,0,1,0,0,47.76702399842069,88.55557943774444,1
C000468,2025-12-23 14:35:51.141211423,C000468_E03,57357.74,Medium,Office Supplies,V041,141.9308725587286,3,3,0,1,0,0,62.159977665215976,119.16073229860278,0
C000469,2025-04-30 16:33:55.967869759,C000469_E03,46132.65,High,Maintenance,V020,49.56554663048861,3,3,0,1,0,0,15.724048615706806,25.613743919318058,0
C000470,2025-08-21 13:16:07.679704578,C000470_E03,12295.2,Medium,IT Equipment,V024,70.76879991793834,3,3,0,1,0,0,35.13439995896917,47.68548570775222,1
C000471,2025-05-29 15:25:18.555558632,C000471_E03,6922.48,Medium,Services,V013,145.08848765517556,3,3,0,1,0,0,71.4154176775161,140.23897260613083,0
C000472,2025-06-05 17:23:59.992025926,C000472_E03,43078.98,High,Services,V004,52.73333111831278,3,3,0,1,0,0,25.09472817250139,41.89754145355695,1
C000473,2025-04-17 14:56:50.131798224,C000473_E03,17606.1,High,IT Equipment,V033,51.280592166173335,3,3,0,1,0,0,24.90514905522486,27.275339060314998,1
C000474,2025-04-22 12:23:35.082793494,C000474_E04,157006.55,High,Services,V019,119.059745220415,4,4,1,1,0,0,38.95088262124185,77.38894032680416,0
C000475,2025-12-15 11:44:36.540551670,C000475_E03,39892.42,Low,Services,V024,500.5768168199083,3,3,0,1,0,0,241.61287616515375,414.17958601598167,1
C000476,2025-02-19 15:07:05.225093652,C000476_E03,76240.36,Low,Services,V041,51.95145141490333,3,3,0,1,0,0,23.41480464191028,24.40225880162667,0
C000477,2025-09-30 12:12:14.059779898,C000477_E03,91425.74,Medium,Maintenance,V024,122.2039054944161,3,3,0,1,0,0,59.93869324807791,99.51245453586333,1
C000478,2025-12-19 08:46:14.105815902,C000478_E03,39739.56,Medium,Office Supplies,V026,46.43725161552833,3,3,0,1,0,0,20.998992987810695,22.166996210608612,0
C000479,2025-01-24 10:57:58.077936286,C000479_E03,28515.87,Low,Software,V025,91.29946609341278,3,3,0,1,0,0,35.80768930906319,52.900725089320275,0
C000480,2025-07-29 09:16:00.740978225,C000480_E03,75612.13,Medium,Software,V014,139.10020582728473,3,3,0,1,0,0,68.01290905412597,113.62527796702445,0
C000481,2025-09-10 15:25:47.813592132,C000481_E04,127838.66,Low,IT Equipment,V048,218.26328155336998,4,4,1,1,0,0,66.44528905922353,102.32784775586889,0
C000482,2025-09-03 15:02:16.526382222,C000482_E03,61962.46,Medium,IT Equipment,V033,147.53792399506165,3,3,0,1,0,0,71.35308393442278,120.74945863596584,0
C000483,2025-05-13 17:45:46.224415535,C000483_E03,101545.27,Medium,Maintenance,V025,102.92950678209306,3,3,0,1,0,0,50.126530381888195,95.60760404988555,0
C000484,2025-04-18 16:06:49.759385465,C000484_E03,99403.95,Medium,Office Supplies,V023,79.11382205151806,3,3,0,1,0,0,37.365386437498614,48.75581981394611,0
C000485,2025-08-01 10:07:01.704282478,C000485_E03,5000.0,Medium,Office Supplies,V021,73.11714007846612,3,3,0,1,0,0,33.50394549791389,40.919947766642224,0
C000486,2025-03-21 13:23:18.642762211,C000486_E03,9939.7,High,Office Supplies,V009,28.72184521172528,3,3,0,1,0,0,13.63009488439236,22.464807482070277,0
C000487,2025-08-12 14:41:09.017019280,C000487_E03,65155.62,High,Office Supplies,V047,23.519171394244445,3,3,0,1,0,0,2.8620654296479167,4.699054984343889,0
C000488,2025-10-29 10:56:59.178561917,C000488_E03,61103.29,High,Maintenance,V031,48.11643848942139,3,3,0,1,0,0,23.846913302589165,28.146437057913886,0
C000489,2025-11-19 10:58:59.880757109,C000489_E03,29303.56,High,Office Supplies,V015,48.81663354364139,3,3,0,1,0,0,22.675444034972223,43.993004028006666,0
C000490,2025-06-12 16:59:31.527971786,C000490_E03,25968.78,Low,IT Equipment,V025,80.99209110327388,3,3,0,1,0,0,38.959260494861944,54.84981183950055,0
C000491,2025-07-28 11:22:42.768813621,C000491_E03,108028.31,High,IT Equipment,V040,120.8785468926725,3,3,0,1,0,0,59.202570621292494,71.77542980476028,0
C000492,2025-05-22 13:45:55.485945094,C000492_E03,34513.29,Medium,Maintenance,V025,70.09874609585944,3,3,0,1,0,0,25.92053083653014,26.388265575777776,0
C000493,2025-10-22 16:06:59.932832980,C000493_E03,82157.43,Low,Office Supplies,V025,50.11664800916111,3,3,0,1,0,0,15.747238612732776,25.954587150898053,0
C000494,2025-03-11 14:28:00.919490676,C000494_E03,37930.23,Low,Office Supplies,V048,94.96692208074334,3,3,0,1,0,0,13.515967893700832,20.583388776712777,0
C000495,2025-05-05 15:19:35.055041439,C000495_E03,104437.05,Medium,Services,V015,169.99307084484417,3,3,0,1,0,0,75.34323998433611,79.15221226546971,0
C000496,2025-03-31 15:20:01.935022505,C000496_E03,56959.17,Medium,Services,V014,103.16720417291806,3,3,0,1,0,0,49.759475394243196,93.78972833967583,1
C000497,2025-10-02 10:40:31.865336530,C000497_E03,79227.78,High,Maintenance,V021,68.00885148236944,3,3,0,1,0,0,32.64371805044236,42.72390505781333,0
C000498,2025-05-12 17:09:59.287662968,C000498_E05,17756.96,Medium,IT Equipment,V032,248.49980212860223,5,4,1,1,1,1,60.7285859327077,94.12295317893722,0
C000499,2026-01-02 17:46:55.582150958,C000499_E03,37657.06,High,Services,V048,173.11543948637723,3,3,0,1,0,0,84.49109673976832,165.28446737232164,0
